Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"3.2.2b Edit Profile – Full Name, Email, Mobile (OTP required)",LMS-57,10222,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"3.2.2b Edit Profile – Full Name, Email, Mobile (OTP required)",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5b1883b9,,,,,,,,,,,,,,,,0|i000l3:,,,,,,,,,,,,,,,10218,LMS-55,3.2.2 User Profile Icon & Dropdown,To Do,02/Apr/26 10:50 AM
"3.2.2c Change Password – current/new/confirm, cannot reuse old password",LMS-58,10224,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"3.2.2c Change Password – current/new/confirm, cannot reuse old password",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b45327b,,,,,,,,,,,,,,,,0|i000lb:,,,,,,,,,,,,,,,10218,LMS-55,3.2.2 User Profile Icon & Dropdown,To Do,02/Apr/26 10:50 AM
3.2.2d Update Profile – success message on save,LMS-59,10226,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,3.2.2d Update Profile – success message on save,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2a772cc5,,,,,,,,,,,,,,,,0|i000lj:,,,,,,,,,,,,,,,10218,LMS-55,3.2.2 User Profile Icon & Dropdown,To Do,02/Apr/26 10:50 AM
MODULE 4 – Course Listing Page,LMS-60,10227,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,Browse and search courses with card layout.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d02b183,,,,,ghx-label-9,,To Do,,,,orange,,,,,0|i000lr:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:50 AM
4.1 Course Card Layout,LMS-61,10229,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,02/Apr/26 10:54 AM,,,0,"Display course thumbnail, title, instructor, price, rating, and enroll button.",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c7a6a99,,,,,,,,,,,,,,,,0|i000lz:,,,,,,,,,,,,,,,10227,LMS-60,MODULE 4 – Course Listing Page,To Do,02/Apr/26 10:50 AM
"4.1a Course Thumbnail – JPG/PNG, default image fallback",LMS-62,10231,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"4.1a Course Thumbnail – JPG/PNG, default image fallback",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22284e92,,,,,,,,,,,,,,,,0|i000m7:,,,,,,,,,,,,,,,10229,LMS-61,4.1 Course Card Layout,To Do,02/Apr/26 10:50 AM
"4.1b Course Title – max 100 chars, cannot be blank",LMS-63,10233,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"4.1b Course Title – max 100 chars, cannot be blank",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d770978,,,,,,,,,,,,,,,,0|i000mf:,,,,,,,,,,,,,,,10229,LMS-61,4.1 Course Card Layout,To Do,02/Apr/26 10:50 AM
4.1c Instructor Name display,LMS-64,10235,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,4.1c Instructor Name display,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@627b4c19,,,,,,,,,,,,,,,,0|i000mn:,,,,,,,,,,,,,,,10229,LMS-61,4.1 Course Card Layout,To Do,02/Apr/26 10:50 AM
"4.1d Price display – ₹ format, strikethrough original if discounted",LMS-65,10237,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"4.1d Price display – ₹ format, strikethrough original if discounted",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6600125c,,,,,,,,,,,,,,,,0|i000mv:,,,,,,,,,,,,,,,10229,LMS-61,4.1 Course Card Layout,To Do,02/Apr/26 10:50 AM
4.1e Rating display – 1-5 stars,LMS-66,10239,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,4.1e Rating display – 1-5 stars,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3177b0a1,,,,,,,,,,,,,,,,0|i000n3:,,,,,,,,,,,,,,,10229,LMS-61,4.1 Course Card Layout,To Do,02/Apr/26 10:50 AM
"4.1f Enroll Button – adds course to dashboard, success message",LMS-67,10241,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"4.1f Enroll Button – adds course to dashboard, success message",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5452a3f4,,,,,,,,,,,,,,,,0|i000nb:,,,,,,,,,,,,,,,10229,LMS-61,4.1 Course Card Layout,To Do,02/Apr/26 10:50 AM
MODULE 5 – Course Detail Page,LMS-68,10242,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,Full detail view of a single course with preview video and enroll action.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7024803d,,,,,ghx-label-4,,To Do,,,,dark_blue,,,,,0|i000nj:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:50 AM
5.1 Course Information Section,LMS-69,10244,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,"Show title, full description, duration, and number of lectures.",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@353dabed,,,,,,,,,,,,,,,,0|i000nr:,,,,,,,,,,,,,,,10242,LMS-68,MODULE 5 – Course Detail Page,To Do,02/Apr/26 10:50 AM
5.1.1 Course title display,LMS-70,10246,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,5.1.1 Course title display,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4d5063b3,,,,,,,,,,,,,,,,0|i000nz:,,,,,,,,,,,,,,,10244,LMS-69,5.1 Course Information Section,To Do,02/Apr/26 10:50 AM
5.1.2 Full description display,LMS-71,10248,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,5.1.2 Full description display,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@314155b4,,,,,,,,,,,,,,,,0|i000o7:,,,,,,,,,,,,,,,10244,LMS-69,5.1 Course Information Section,To Do,02/Apr/26 10:50 AM
5.1.3 Duration and lecture count display,LMS-72,10250,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,5.1.3 Duration and lecture count display,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7559993c,,,,,,,,,,,,,,,,0|i000of:,,,,,,,,,,,,,,,10244,LMS-69,5.1 Course Information Section,To Do,02/Apr/26 10:50 AM
5.2 Video Preview Player,LMS-73,10252,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,Embedded preview video with play/pause controls.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@43b3682c,,,,,,,,,,,,,,,,0|i000on:,,,,,,,,,,,,,,,10242,LMS-68,MODULE 5 – Course Detail Page,To Do,02/Apr/26 10:50 AM
5.2.1 Preview video embed,LMS-74,10254,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,5.2.1 Preview video embed,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c72521f,,,,,,,,,,,,,,,,0|i000ov:,,,,,,,,,,,,,,,10252,LMS-73,5.2 Video Preview Player,To Do,02/Apr/26 10:50 AM
5.2.2 Play / Pause controls,LMS-75,10256,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,5.2.2 Play / Pause controls,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f870642,,,,,,,,,,,,,,,,0|i000p3:,,,,,,,,,,,,,,,10252,LMS-73,5.2 Video Preview Player,To Do,02/Apr/26 10:50 AM
5.3 Enroll Now Button,LMS-76,10258,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,Redirect to payment for paid courses; free courses added directly.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5907d3b4,,,,,,,,,,,,,,,,0|i000pb:,,,,,,,,,,,,,,,10242,LMS-68,MODULE 5 – Course Detail Page,To Do,02/Apr/26 10:50 AM
5.3.1 Paid course → redirect to payment gateway,LMS-77,10260,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,5.3.1 Paid course → redirect to payment gateway,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c537bc7,,,,,,,,,,,,,,,,0|i000pj:,,,,,,,,,,,,,,,10258,LMS-76,5.3 Enroll Now Button,To Do,02/Apr/26 10:50 AM
5.3.2 Free course → directly added to My Courses,LMS-78,10262,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:50 AM,02/Apr/26 10:50 AM,,,,0,5.3.2 Free course → directly added to My Courses,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17d5e76f,,,,,,,,,,,,,,,,0|i000pr:,,,,,,,,,,,,,,,10258,LMS-76,5.3 Enroll Now Button,To Do,02/Apr/26 10:50 AM
MODULE 6 – My Courses,LMS-79,10263,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,Enrolled courses list with progress tracking and resume functionality.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15e531a2,,,,,ghx-label-9,,To Do,,,,orange,,,,,0|i000pz:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:51 AM
6.1 Enrolled Courses List,LMS-80,10265,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,Display all courses the user has enrolled in.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7977a765,,,,,,,,,,,,,,,,0|i000q7:,,,,,,,,,,,,,,,10263,LMS-79,MODULE 6 – My Courses,To Do,02/Apr/26 10:51 AM
6.1.1 List enrolled courses,LMS-81,10267,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,6.1.1 List enrolled courses,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b0a43c,,,,,,,,,,,,,,,,0|i000qf:,,,,,,,,,,,,,,,10265,LMS-80,6.1 Enrolled Courses List,To Do,02/Apr/26 10:51 AM
6.2.1 Show completion percentage per course,LMS-82,10269,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,6.2.1 Show completion percentage per course,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6c452677,,,,,,,,,,,,,,,,0|i000qn:,,,,,,,,,,,,,,,10265,LMS-80,6.1 Enrolled Courses List,To Do,02/Apr/26 10:51 AM
6.3.1 Continue Learning – resume from last watched lecture,LMS-83,10271,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,6.3.1 Continue Learning – resume from last watched lecture,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28cdf084,,,,,,,,,,,,,,,,0|i000qv:,,,,,,,,,,,,,,,10265,LMS-80,6.1 Enrolled Courses List,To Do,02/Apr/26 10:51 AM
MODULE 7 – Video Player,LMS-84,10272,Epic,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,In-course video player with playback controls and progress tracking.,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67d66e09,,,,,ghx-label-4,,To Do,,,,dark_blue,,,,,0|i000r3:,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 10:51 AM
7.1 Lecture Playback Controls,LMS-85,10274,Story,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,"Play, pause, seek forward/backward controls.",,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@75347422,,,,,,,,,,,,,,,,0|i000rb:,,,,,,,,,,,,,,,10272,LMS-84,MODULE 7 – Video Player,To Do,02/Apr/26 10:51 AM
7.1.1 Play / Pause control,LMS-86,10276,Sub-task,To Do,LMS,LMS Platform,software,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,LMS Platform – full feature backlog,Medium,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,02/Apr/26 10:51 AM,02/Apr/26 10:51 AM,,,,0,7.1.1 Play / Pause control,,Adarsh,712020:5cf73286-4e4e-4d0f-af29-75f706e8b7d8,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6048efe5,,,,,,,,,,,,,,,,0|i000rj:,,,,,,,,,,,,,,,10274,LMS-85,7.1 Lecture Playback Controls,To Do,02/Apr/26 10:51 AM
